job_id,source,company,title,location,description_head,label_is_tech,label_is_senior,label_location_class,label_sponsorship_block,label_min_years,label_note
8a9501d2-fe39-4818-af67-6c2e7eb85614,lever,usasurveyjob,Remote Data Entry Clerk - Work at Home,"Houston, Texas","Earn cash at Home by Participating in Paid Studies - Data Entry agent - Customer Service Agent - Part-time We are seeking people across the country to join paid surveys - Apply ASAP! We provide you the chance to make extra income from home (remotely) and also to choose your own participation schedule. At this task, you will be executing various jobs such as data entry, executing email response,",n,n,us,,,
3d1bf6f5-e539-4d26-9064-eb95d5407ee9,lever,bluelightconsulting,"DevOps / SRE / DevSecOps Engineer (AWS) -  Latin America, Remote","Fortaleza, Ceará, Brazil","Bluelight is a leading software consultancy dedicated to designing and developing innovative technology that enhances users' lives. With a steadfast commitment to delivering exceptional service to our clients, Bluelight excels in its focus on quality and customer satisfaction. Our mission is not only to create cutting-edge applications but also to foster a collaborative and enriching work environm",y,n,non_us,,,
20ae590c-03a0-4587-a352-44297b842faa,greenhouse,gropyus,Staff Platform Engineer (all genders),"Berlin, Berlin, Germany","## About The Company GROPYUS is a technology-based construction company focused on building multi-story residential buildings. Thanks to its prefabricated building system with various design options, industrial offsite construction, and fully digitalized processes, the company manufactures aspirational, sustainable, and affordable homes using timber construction methods. GROPYUS is using scalable",y,y,non_us,,,
c618f1ac-7a0b-41cb-9441-b0e09c7d520f,lever,mactores,AWS DevOps Engineer (Freelancer),"Mumbai, MH","Mactores is the agent-native AWS modernization firm. Most modernization work doesn't ship, it stalls in pilots, slips a year, or lands at three times the budget. We exist to ship it: production systems running, legacy retired, outcomes measured. Our delivery is built on Aedeon, the agent platform built by Mactores' founders' sister company, which absorbs the repetitive 60–70% of engagement work, d",y,n,non_us,,,
17d1996b-e2bd-4d33-a5d7-cef0b8a189eb,greenhouse,figureai,Data Strategy Associate,"San Jose, CA","Figure is an AI Robotics company developing a general purpose humanoid. Our Humanoid is designed for corporate tasks targeting labor shortages and jobs that are undesirable or unsafe. We are based in San Jose, CA and require 5 days/week in-office collaboration. We are looking for a Data Strategy Associate for the Robot Data Collection team. You will be responsible for orchestrating the end-to-end",n,n,us,,,"Data strategy appears business-facing, not data engineering."
09c2ffa3-ca60-4585-8e59-09a39437a6c1,lever,ableserve,Building Engineer,"New York, NY","The Engineer is responsible for engineering operations within the facility, including maintenance, repair, and performance of mechanical, electrical, and plumbing systems. This role leads the engineering team, ensures compliance with safety and regulatory standards, and maintains efficient building operations. ## Pay: $53.01 The pay listed is the salary range for this position. Any specific offe",n,n,us,,,
2a4efefb-73d1-49fa-b9ce-8919750efe25,greenhouse,bayada,Fitness Specialist,"Richmond, VA 23238 | 37.607572348 | -77.617371376","BAYADA Home Health Care is currently seeking an experienced Per Diem Fitness Specialist to lead scheduled exercise classes designed to develop and maintain positive fitness levels for residents in a Senior Living Community (Assisted Living Facilities and Independent Living Facilities) in Richond, VA . This will be covering one class per week. As a member of our Senior Living Team, you will be an i",n,n,us,,,
5c1bdb08-05a8-42ab-afc4-7ab55c0d88c8,ashby,alpacahealth,Registered Behavior Technician (RBT),"Centennial, CO","Alpaca Health Work Location: In Person If you want work that challenges you, changes lives, and builds a real career, this is it. For many of our roles you don’t need your RBT certification to apply. What matters most is that you love working with kids, you’re dependable, and you’re ready to show up. Some roles do require an active certification, but if you’re not certified yet, we’ll help you f",n,n,us,,,
5a627e64-2582-4000-9852-691546cbbbbf,amazon,amazon,"Software Development Engineer, International Emerging Stores Sub-same Day","Bellevue, Washington, USA","## Description Do you want to shape how fast Amazon can deliver to hundreds of millions of customers? The Sub-Same-Day (SSD) team builds the technology behind Amazon's fastest delivery promises across India and Emerging Marketplaces — getting orders to customers in hours, not days. We're looking for a Software Development Engineer II who wants to own high-scale, low-latency systems that directly",y,y,us,,,
2f7e2c22-98ef-4631-950f-d1f5ea6d17e9,greenhouse,speechify,"Senior Software Engineer, Core Experiences - Seattle, WA, USA","Seattle, WA, USA","## Mission Speechify is the easiest way to listen to the world’s information. Articles on the web, documents in the cloud, books on your phone. We absorb it all and let you listen to it at your desk, on the go, at your own speed, and with tools that make learning easier, deeper, and faster. What streaming services have done for audio entertainment, we’re doing for audio information. And whatever",y,y,us,,,
7cdcba61-bceb-4a65-acf4-2944a81fef12,ashby,eisen,Head of Finance,New York City,"Eisen manages regulated compliance operations for a rapidly growing roster of financial institutions, and our finance function needs to grow up with it. We're looking for our first Head of Finance: someone who owns the numbers end to end, from the monthly close through the board deck, and builds the financial infrastructure to take us from 50 customers to well past 100. This is a builder-first ro",n,y,us,,,
163277f1-f803-41f7-bd1e-70d54b144e73,greenhouse,westernveterinarypartnersllc,Cicero Animal Clinic - Associate Veterinarian ,"Brewerton, NY","## Associate Veterinarian (DVM) – Cicero Animal Clinic | Brewerton, NY ## Grow Your Career with Exceptional Mentorship and Work-Life Balance Cicero Animal Clinic is seeking an Associate Veterinarian (DVM) to join our well-established, multi-species practice in Brewerton, New York. For more than 25 years, we've provided compassionate, high-quality care to dogs, cats, exotics, and pocket pets whil",n,n,us,,,
a369aee0-292f-4b8c-91b2-2f9025323ce8,greenhouse,crunchyroll,"Senior IT Engineer, SaaS Applications","Los Angeles, California, United States","## About Crunchyroll Founded by fans, Crunchyroll delivers the art and culture of anime to a passionate community. We super-serve over 100 million anime and manga fans across 200+ countries and territories, and help them connect with the stories and characters they crave. Whether that experience is online or in-person, streaming video, theatrical, games, merchandise, events and more, it’s powered",y,y,us,,,
5b554f81-4202-4c7a-bc4a-4bf552964eff,greenhouse,dlrgroup,Structural Engineer,"Charlotte, North Carolina, United States","DLR Group is an integrated design firm with a promise to elevate the human experience through design. This fuels the work we do around the world and inspires our mission to improve the lives of our clients, our communities, and our planet. If this sparks your interest, you’re in the right place. The Engineering team has an opening for a Structural Engineer. ## Position Summary As s Structural E",n,n,us,,,
21dff72a-aaf0-4a97-bdc1-a5b9c62acfa5,lever,amityfdn,Data Clerk - HDSP,"475-750 Rice Canyon Rd., Susanville, CA 96127","Amity Foundation, an internationally acclaimed Teaching, and Therapeutic Community is seeking compassionate and enthusiastic individuals with a desire to teach, learn and join our community as a Data Clerk. This groundbreaking opportunity will allow you to work with our prison and re-entry programs helping the community and will also enhance your training and experience in the field. About Amity:",n,n,us,,,
fc252e27-deb8-4bb0-9b9b-a910a0391c26,lever,usasurveyjob,Work at Home Data Entry Agent - Part Time,"Sarnia, Ontario","Earn at Home by Taking Polls - Data Entry Clerk - Customer Service Rep - Work at Home & Part Time We are looking for people nationwide to participate in polls - Apply ASAP! We offer you the opportunity to earn extra income from home (teleworking) and also to decide your own participation schedule. At this job, you will be performing various tasks such as data entry, performing email response, re",n,n,non_us,,,
a975ea59-b38d-438d-b244-7a531f0c4061,lever,syntronic,Intermediate Full Stack Developer,"Kanata, ON","Join Syntronic: Where Your Innovation Shapes the Future At Syntronic, we don't just follow industry trends—we set them! Join us in partnering with visionary companies and the brightest minds to turn ground-breaking ideas into reality. Imagine working on cutting-edge telecom advancements, pioneering automotive tech, life-saving healthcare innovations, and next-gen industrial automation. Our projec",n,n,non_us,,,
5ebcb338-7e14-4432-aee4-7f8e29ec436c,greenhouse,privateequityinsights,Investment Banking event,"Paris, France","## Private Equity Conference Volunteer ## (Paris, 26th and 27th March) Do you want to expand your network with 500+ leaders, entrepreneurs, investors, limited and general partners of the Private Equity sector, plus develop your skills in leadership? Now is your chance! Private Equity Insights organises the largest global events enabling finance and investment innovation by connecting C-level ex",n,n,non_us,,,
d4a4abea-e536-48ff-8b36-fc76d6193ead,lever,aogarciaagency,Work From Home - Part-Time Client Services Representative,"Oakland, California","What could an extra $1,000-$2,000 each month do for your household? Qualified candidates are wanted for the chance to enter financial services on a part-time basis while working fully remotely. This means that you get all the earning potential of a trillion-dollar industry without having to give up the security of your current position. Pay off your house early, take the vacations your family dese",n,n,us,,,
e740e35b-63b4-4b10-a1f4-5ca03f7c0699,lever,tsmg,Data collector / Driver,"Lawrence, MA","## Company description Terry Soot Management Group (TSMG) is a field data collection company founded in 2017 in Europe. We collect data where automation is not possible. We count features, take pictures, make videos, record speech, and scan areas for every detail you need to make more informed decisions. Our field data collection teams are spread across Europe and North America, ready to accept",n,n,us,,,
b8d3086e-0c61-4202-87f1-18a5c399a7ba,greenhouse,exiger,ServiceNow Platform Manager,"Jersey City, New Jersey, United States","## Who We Are: Exiger transforms supply chains into a strategic advantage, advancing our mission to make the world a safer and more transparent place to succeed. Our AI platform, 1Exiger , delivers instant visibility into complex supplier ecosystems, leveraging proprietary data and advanced AI to surface risk, automate compliance, and unlock efficiencies and cost savings to strengthen long-term r",y,y,us,,,
6fceb8fb-56c6-4c92-b50a-1651a238abae,greenhouse,olympusproperty,Business Manager - 207 East,"Edgewood, WA","## * National Apartment Association's Top Employer of 2023 - 2024 - 2025 * ## The Olympus Property Difference Compassion plays a part in everything we do, in every interaction, at every level. Kind acts for our residents. Respect for our employees. Courtesy for our partners. We pride ourselves on being #OlympusProud, and to us, culture is everything. Each of our team members contributes to cont",n,y,us,,,
356e5e2f-aa84-4bc6-9be6-cacb8501eb41,greenhouse,nebius,Data Center Operations Manager (Facilities) ,"Lappeenranta, Finland","## About Nebius: Nebius is leading a new era in cloud infrastructure for the global AI economy. We are building a full-stack AI cloud platform that supports developers and enterprises from data and model training through to production deployment, without the cost and complexity of building large in-house AI/ML infrastructure. Built by engineers, for engineers. From large-scale GPU orchestration",y,y,non_us,,,Facilities operations versus technical infrastructure scope.
9f8a4d00-109a-474b-b794-76b445371728,greenhouse,opswat,Data Scientist,"Budapest, Hungary","OPSWAT , a global leader in IT, OT , and ICS critical infrastructure cybersecurity, delivers an end-to-end platform that gives public and private sector organizations and enterprises the critical advantage needed to protect their complex networks, secure their devices, and ensure compliance. Over the last 20 years our commitment to innovative technology has earned the trust of more than 1,700 orga",y,n,non_us,,,
5ea5d028-bb52-4c33-a658-b29001c60904,lever,globalelitecareers,Work From Home - Break Free of the 9-5,"Chattanooga, Tennessee","Looking for motivated individuals who want more out of their income and career. This is a remote opportunity where you’ll work directly with individuals who have requested help understanding their financial protection options. No cold outreach. If you’re someone who is competitive, coachable, and willing to put in the work, this can be a strong income opportunity with long-term growth. ## What",n,n,us,,,
551a488c-197e-4c09-80ae-6740de59c9fd,lever,leverdemo-8,AWS Solutions Architect,"Brooklyn, NY","________This is an example!________ PLEASE READ: these jobs are testing jobs of Lever's testing environment - please do not apply for this job. Lever was founded ten years ago to tackle the most strategic challenge that companies face: how to recruit and hire top talent. We’re building the next generation of hiring software that companies like Netflix, Yelp, Cirque du Soleil, Shopify, and Spotif",y,n,us,,,
d8b4126d-6281-473d-8f67-66d13e6b7c25,greenhouse,purestorage,"Principal Product Services Engineer, Advanced Services - UK","London, United Kingdom","Everpure (NYSE: P) has evolved from storage pioneer to data platform, closing fiscal 2026 with $3.7 billion in revenue, its first billion-dollar quarter, and accelerating growth into FY27. Our strategic agenda spans the companies defining the next era of technology - hyperscalers, AI labs, the AI hardware supply chain, data platform providers, and the broader AI ecosystem. This type of work—work",n,y,non_us,,,
8925bcd1-aa5a-4c25-8236-f03530b9f227,greenhouse,distrokid,Infringement Manager,Remote - USA,"At DistroKid, we help artists share their music with the world. Sponsorship: Not available. We cannot sponsor visas, work permits, or extensions in any country (including OPT/CPT, PGWP, Graduate Route, or similar programs). Employment Type: Full-time employee (no B2Bs/contracts, etc.) Salary: Varies by region — details below The Infringement Manager plays a key leadership role in overseeing the",n,y,us,y,,
8837a1ee-41b3-4ae4-840d-703b6b0782f0,lever,usasurveyjob,Remote Data Entry Clerk - Work at Home,"Lincoln, Nebraska","Earn cash at Home by Participating in Paid Studies - Data Entry agent - Customer Service Agent - Part-time We are seeking people across the country to join paid surveys - Apply ASAP! We provide you the chance to make extra income from home (remotely) and also to choose your own participation schedule. At this task, you will be executing various jobs such as data entry, executing email response,",n,n,us,,,
94e73599-3b69-4ec3-842b-fcd25774b7a4,greenhouse,databricks,Staff Frontend Engineer - UI Platform - Seattle,"Seattle, Washington","At Databricks, we are passionate about enabling data teams to solve the world's toughest problems — from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world's best data and AI infrastructure platform so our customers can use deep data insights to improve their business. Founded by engineers — and cu",y,y,us,,,
ec911459-d15f-4543-989d-aaf34e51c06d,amazon,amazon,"Software Development Engineer, Transit Gateway","Arlington, Virginia, USA","## Description AWS Infrastructure Services owns the design, planning, delivery, and operation of all AWS global infrastructure. In other words, we’re the people who keep the cloud running. We support all AWS data centers and all of the servers, storage, networking, power, and cooling equipment that ensure our customers have continual access to the innovation they rely on. We work on the most chal",y,y,us,,,
d7e2fd4d-8691-43b4-928c-7e0ca345ba5c,lever,kolibrigames,Game Data Analyst (f/m/d),"Berlin, Germany","We are Kolibri Games - a mobile games developer from Berlin. We believe that with the best people, we can make games that players will enjoy for years to come. Our games have defined the idle genre, and bring enjoyment to hundreds of millions of players all around the world. This is possible due to the talented people who make us who we are. ‘Kolibris’, as we call ourselves, are on a mission to c",y,n,non_us,,,
b733c896-29f7-4ad4-84f8-7a1451ee23bb,ashby,Horizon3ai,"Staff Software Engineer, Defensive Agent","US, Remote","## Get to Know Us Horizon3 is a fast-growing, remote cybersecurity company dedicated to the mission of enabling organizations to proactively find and fix and verify exploitable attack vectors before criminals exploit them. Our flagship product, the NodeZeroTM platform, delivers production-safe autonomous pentests and other key assessment operations that scale across the largest internal, external",y,y,us,,,
6815225c-f99b-41d2-9be3-601e0f41bfca,greenhouse,tsg,"Security Flex Officers in Detroit, Michigan ","Detroit, Michigan","Titan Security is built on serving our clients and building careers – just like yours. We are trusted by some of the most well-known companies and properties in the country while remaining dedicated to building personalized security solutions that solve the needs of every customer we support. Named as a nationally recognized Top Workplace in 2024 and 2025 by USA Today, Titan's customized approach",n,n,us,,,
aac2425f-0d38-4770-8416-29eafd04db96,greenhouse,five9,Data Engineer II,"India, Chennai","Join us in bringing joy to customer experience. Five9 is a leading provider of cloud contact center software, bringing the power of cloud innovation to customers worldwide. Living our values everyday results in our team-first culture and enables us to innovate, grow, and thrive while enjoying the journey together. We celebrate diversity and foster an inclusive environment, empowering our employee",y,y,us,,,
13cc6048-f62e-46d0-a722-354a25f13765,ashby,replit,Software Engineer - New Grad (2027),"Foster City, CA","Replit is the agentic software creation platform that enables anyone to build applications using natural language. With millions of users worldwide, Replit is democratizing software development by removing traditional barriers to application creation. ## About the role: As a New Grad Software Engineer, you'll join a team of exceptional builders working on products that are reshaping how the worl",y,n,us,,,
6e742d7c-599e-4393-ba98-974e43e2bf5d,lever,fp,Senior .Net Developer (AWS),Gliwice,"Nasz klient to wpływowy gracz na rynku amerykańskim w sektorze automotive, który rozwija świat sprzedaży samochodów poprzez innowacyjne rozwiązania CRM. Firma ta ma silną pozycję, dostarczając kluczowe oprogramowanie dla dealerów samochodowych, aby usprawnić ich operacje i zwiększyć efektywność sprzedaży. Zespół składa się z 40 specjalistów podzielonych na 7 zespołów wewnętrznych, pracujących w ś",n,n,non_us,,,
80bdd4ed-3af3-4ae4-ad71-95da927e8be1,greenhouse,atoms,Construction Project Manager,"New York, NY","## Who we are Atoms is building the machines that power the next era of progress. Over the last decade, software has transformed the digital world. But the physical world, where food is made, minerals are mined, goods are moved, and industries are run, remains far less intelligent, far less efficient, and far more constrained. We’re changing that. Atoms builds Physical AI— real-world robots for",n,n,us,,,
6de28960-e871-4270-9e07-2198a8eb2a5e,greenhouse,equipmentsharecom,Territory Account Manager,"Dickson City, PA","## Build the Future with Us — EquipmentShare is Hiring a Territory Account Manager At EquipmentShare, we’re not just filling a role — we’re assembling the best team on the planet to build something that’s never been built before . We’re on a mission to transform an industry that’s been stuck in the past by empowering contractors and communities through innovative technology, real-time support, an",n,n,us,,,
40721fb0-9aec-42cf-81e6-942534cec16e,greenhouse,doordashusa,"Robotics Software Engineer - Labs, DoorDash Air","San Francisco, CA","## About the Team DoorDash Labs is an independent team within DoorDash. We explore robotics and automation to transform last-mile logistics in the long term. If you have experience applying the latest technology and enhance delivery experiences for millions of users, we want to talk to you. The Drone Delivery team is focused on bringing the dream of fast, efficient, and delightful last-mile deli",y,n,us,,,
02401c31-de34-4339-afc9-180f7897921e,lever,globalelitecareers,Benefits Services Representative - Remote,"Coquitlam, British Columbia","Ready for a Career That Offers More Freedom? Are you looking for a career that gives you greater flexibility, meaningful work, and the opportunity to grow based on your performance? If you're ready to move beyond the traditional workday and take greater control of your schedule and earning potential, we'd love to hear from you. Join a growing remote team where you'll connect with clients who have",n,n,non_us,,,
5416e4a6-c8e1-4682-95b4-898caf9579d9,greenhouse,convenientmd,Primary Care Physician,"Bangor, Maine, United States","At ConvenientMD , we’re on a mission to make good health more convenient for all – working to improve how patients and providers experience healthcare in New England. To support this belief, we’re building a team of dedicated professionals who genuinely care about improving lives, are passionate about work that can make a difference, and are driven to learn from one another. ## The Opportunity W",n,n,us,,,
bce512cd-08e1-40fa-9d31-248a674f940a,lever,bluelightconsulting,"Full Stack and Backend NodeJS TypeScript/JavaScript Engineer (Senior) - Latin America, Remote","Puebla City, Mexico","Bluelight is a leading software consultancy dedicated to designing and developing innovative technology that enhances users' lives. With a steadfast commitment to delivering exceptional service to our clients, Bluelight excels in its focus on quality and customer satisfaction. Our mission is not only to create cutting-edge applications but also to foster a collaborative and enriching work environm",n,y,non_us,,,
c480ba40-a52e-4643-b3bd-4b98f2bb5d48,ashby,Commure,Data Operations Analyst (Bangladesh),"Dhaka, Bangladesh","At Commure, we're building the AI Operating System for healthcare, the foundation that defines how care is delivered, documented, and financed. Our platform spans the full care journey: Ambient AI and Dictation eliminating documentation burden at the point of care, intelligent Agents automating patient and revenue workflows, and autonomous RCM processing billions in claims, all on a single AI-nati",n,n,non_us,,,
69d5fe68-f1cc-4ce3-b454-e998c5b2f5d7,greenhouse,andurilindustries, CW Production Recruiting Lead,"Denver, Colorado, United States","Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century’s most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril’s family of systems is powered by Lattice OS, a",n,y,us,,,
12b2d9f2-a1a3-4075-9bfb-ab2d34188215,lever,shieldai,"Compensation Director, International, Sales & Marketing (R6051)",London,"Shield AI is a venture-backed defense-tech company with the mission of protecting service members and civilians with intelligent systems. Its products include Hivemind autonomy software, V-BAT and X-BAT aircraft, and Aechelon simulation and synthetic reality technologies. With offices and facilities across the U.S., Europe, the Middle East, and Asia-Pacific, Shield AI’s technology actively support",n,y,non_us,,,
c5ba4a87-0e10-4c46-9cd8-431d74dc6c9d,lever,usasurveyjob,Remote Data Entry Clerk - Work at Home,"Middlesbrough, North Yorkshire","Earn cash at Home by Participating in Paid Studies - Data Entry agent - Customer Service Agent - Part-time We are seeking people across the country to join paid surveys - Apply ASAP! We provide you the chance to make extra income from home (remotely) and also to choose your own participation schedule. At this task, you will be executing various jobs such as data entry, executing email response,",n,n,non_us,,,
f75d6e73-f90f-40ff-a5ad-a4830bcd96f7,greenhouse,roku,"Software Engineer, Embedded Agentic AI ","San Jose, California","## Teamwork makes the stream work. ## Roku is changing how the world watches TV Roku is the #1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable cont",y,y,us,,,
8e8d20b3-9c8b-498c-916e-e5eeac37fbf1,greenhouse,doordashaustralia,"Technical Support Representative, In-Store","Sydney, Australia","## About the Team The Technical Support Team at SevenRooms is part of DoorDash’s broader Customer Experience and Support Ops organization. We partner directly with hospitality operators around the world to deliver best-in-class customer support. Our mission is to ensure that when things go wrong—or when guidance is needed—there’s always someone knowledgeable, strategic, and empathetic ready to he",n,n,non_us,,,
75a62a4a-ce89-404d-a661-4f2d8981addd,greenhouse,inter,SOFTWARE DEVELOPER ANALYST Android (Kotlin) - Fraud,"Belo Horizonte, MG","Conheça o Inter Pioneiros, mudamos o mercado ao lançar o primeiro banco digital do Brasil e seguimos criando tendências com tecnologia de ponta. Evoluímos para um Super App Financeiro Global, com soluções completas e inovação de primeira. Aqui, o trabalho tem propósito: construir oportunidades reais, transformar a vida das pessoas e o mercado financeiro. Esse é o nosso Jeito Inter de Fazer. Se voc",y,n,non_us,,,
da468732-9f0c-430c-9955-c84818d91b23,greenhouse,lgairesearch,Software Engineer - Backend,"Gangseo-gu, Seoul, South Korea","팀 소개 Product Development Team은 AI 기술을 기반으로 고객의 요구를 충족하는 AI 서비스를 설계하고 개발합니다. AI 모델과 알고리즘을 실제 서비스로 구현하여 다양한 문제를 해결하며, AI Agent인 ChatEXAONE을 비롯해 연구원에서 개발한 AI 모델을 활용한 Agent와 AI API를 제공하는 서비스 플랫폼 등 다양한 AI 서비스를 자체 개발·운영하고 있습니다. 수행 업무 - 기획 요구사항 분석 및 문서화 - Backend API, DB 설계 및 문서화 - API 서버 및 Agent 개발 - GitLab/GitHub 기반 협업 및 코드 리뷰 참여 - CI/CD 파이프라인 구성 및 개선 (GitLab CI/CD, ArgoCD 등 ## 지원자격 - - Python,",y,n,non_us,,,
7293f5ca-b2dd-4ee3-8525-4289b54905f5,ashby,sift,Customer Solutions Engineer ,"San Francisco, California","As a Customer Solutions Engineer at Sift, you are the bridge between the customer-facing team and the engineering and product teams. You explain complex ideas to customers and relay customer needs to engineering and product. When a customer’s needs and our product don’t fully align, you’re the internal customer advocate who drives critical solution changes and refinements to our offerings. ## Wha",y,n,us,,,Customer solutions engineering; borderline between engineering and support.
fb9a6f13-bdbf-474d-aa4b-5258edaa1ee1,greenhouse,system,Data & AI/ML Engineering,"New York, New York, United States, Remote","Welcome systems thinkers. System builds software to help the world see and solve anything as a system, starting in healthcare. We are a Public Benefit Corporation driven by purpose and shaped by values. We hire systems thinkers who are motivated by our purpose, share our values, and have the skills to advance our mission. At System, this means designing the pipelines, platforms, and model-serving",y,n,us,,,
703c0504-9ff2-4d4b-bd38-a1cc6b6a749e,greenhouse,spin,IC1 - Software Engineer Backend,"México, México","At Spin, we drive financial inclusion in Mexico by bridging OXXO’s massive physical footprint (+24,000 stores) with the digital ecosystem. Within our umbrella, NetPay serves as the B2B payment aggregator empowering businesses to scale through terminal solutions, acquirance technology, and seamless integrations. We build high-availability transaction engines that keep Mexican commerce moving every",y,n,non_us,,,
1b49e617-1614-4eb1-a1bf-628a602bf1a5,greenhouse,alphasense,Principal Software Engineer - Product Platforms,"Helsinki, Uusimaa, Finland","## About AlphaSense: The world’s most sophisticated companies rely on AlphaSense to remove uncertainty from decision-making. With market intelligence and search built on proven AI, AlphaSense delivers insights that matter from content you can trust. Our universe of public and private content includes equity research, company filings, event transcripts, expert calls, news, trade journals, and clie",y,y,non_us,,,
5a96c6c6-bb1e-48eb-9952-297e565bb0fa,lever,skyralio,Principal Engineer - Technical Delivery Lead,"Warminster, Wiltshire","## We Are Skyral: We believe every decision maker can be empowered by technology. Skyral combines AI, leading edge simulation technology and world class expertise to transform the decision making experience. Our products and services enable faster and more confident decisions in a complex, unforgiving world. We deploy practical, intuitive and efficient solutions to governments and enterprises, de",y,y,non_us,,,
0e42e0f7-76be-4079-b88e-70e8b0cb5931,greenhouse,xendit,UX Designer - Developer Experience (DevEx),"Jakarta, Indonesia","Xendit provides payment infrastructure across Southeast Asia and is expanding to Greater China and LATAM. We process payments, power marketplaces, disburse payroll and loans, provide KYC solutions, prevent fraud, and help businesses grow exponentially. We serve our customers by providing a suite of world-class APIs, eCommerce platform integrations, and easy to use applications for individual entre",n,n,non_us,,,
1907887d-002e-4f06-a716-41463f06862d,greenhouse,tactilemedical,Data Analyst,"New Brighton, Minnesota","At Tactile Medical, we specialize in developing at-home therapy devices to treat lymphedema, chronic venous insufficiency and respiratory illnesses. The Data Analyst will discover valuable information in large data sets and help Tactile Medical make smarter decisions to deliver better products and optimize operations. We are looking for a motivated Data Analyst to deliver clear insights into the",y,n,us,,,
a89b65a5-af7a-4f83-b814-89c2e9bac379,lever,wadetrim,Construction Resident Engineer - #2909,"Omaha, NE","## What We Offer: Our excellent salary and benefits package includes medical, dental, vision, life insurance, short and long-term disability coverage, education reimbursement, 401(k), performance bonuses, and an employee stock program. Employee Resource Groups and Programs offered include the Young Professionals Group, Women at Wade Trim, Diversity, Equity and Inclusion, Professional Development,",n,n,us,,,
04f692d7-52cd-43bb-989b-a8dd1421598a,greenhouse,secretariatadvisorsllc,"Senior Associate, Construction Quantum","Kuala Lumpur, Kuala Lumpur, Malaysia","## Chart Your Journey at Secretariat From a collaborative culture to teammates who will always be by your side, find a career that will grow with you. Deliver your impact at Secretariat. ## ABOUT THE FIRM Secretariat professionals are trusted in the highest-stakes legal, risk, and regulatory matters around the world. When you join Secretariat, you become part of a rapidly growing elite team of",n,y,non_us,,,
fdb41642-3193-4f63-bc2c-cc8bbda95bd3,greenhouse,zscaler,Staff Site Reliability Engineer,"San Jose, California, USA","About Zscaler Zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. As an AI-forward enterprise , we are constantly pushing the envelope, leveraging the world’s largest security data lake to power our cloud-native Zero Trust Exchange platform. This innovation protects our customers from cyberattacks and data loss by securely connec",y,y,us,,,
21a4aa16-aaca-4c19-a28b-2ae0e6fb5470,greenhouse,airspace,Solutions Engineer,"Carlsbad, CA, US or Remote, US","## Company Introduction: Airspace is a tech-enabled freight forwarder that’s redefining how the world’s most critical packages are delivered. Headquartered in Carlsbad, California, Airspace has employees who are based around the world. Our European headquarters is in Amsterdam, The Netherlands. As a recognized leader in AI and machine learning, our team leverages data and patented technology to",y,n,us,,,Solutions role has a technical AI/data focus.
821081ef-e201-420e-b659-a05b2452887f,greenhouse,andurilindustries,Senior Director of Supply Chain,"Costa Mesa, California, United States","Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century’s most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril’s family of systems is powered by Lattice OS, a",n,y,us,,,
f4929170-42a9-4444-8991-4f757c2a1fd9,lever,titanelectric-ga,Superintendent,"Orlando, Florida","Titan is a leading national electrical contractor with locations in Florida, Georgia, Texas, North Carolina, Tennessee, and South Carolina. Titan maintains a strong reputation as a leading high-quality, customer-centric service provider which has resulted in strong financial growth since its inception in 2006. As a result, the company has become a trusted partner to its customers and suppliers and",n,n,us,,,
78eabb42-7c2b-48cd-b4ab-9400a737c23e,greenhouse,purestorage,ServiceNow Support Specialist,"Prague, Czech Republic","Everpure (NYSE: P) has evolved from storage pioneer to data platform, closing fiscal 2026 with $3.7 billion in revenue, its first billion-dollar quarter, and accelerating growth into FY27. Our strategic agenda spans the companies defining the next era of technology - hyperscalers, AI labs, the AI hardware supply chain, data platform providers, and the broader AI ecosystem. This type of work—work",n,n,non_us,,,
23483f92-12fe-4c80-b720-689401c9f2a6,greenhouse,pearceservices,Tower Technician Top Hand,"Missouri, United States","At PEARCE , we've got a career for you! Pearce is a leading technology-enabled provider of asset management solutions for mission-critical electromechanical infrastructure throughout North America. Pearce provides technical maintenance, repair, operations, and engineering services for uninterruptible power supply (UPS) systems, backup power generators, battery energy storage systems (BESS), criti",n,n,us,,,
38f16a95-1b30-4ca2-be07-9ef7792df4cd,greenhouse,gotion,Systems Engineer (MES & Data),"Manteno, Illinois","Gotion Inc. is based in Silicon Valley, CA, currently building a Manufacturing facility in Manteno, IL and has R&D centers in Ohio, China, Japan and Europe. We innovate in the next generation electric vehicle and energy storage technologies (lithium batteries and related systems) with the aim to accelerate electrified transportation and achieve sustainable development. Gotion is powered by a leadi",n,n,us,,,
